reason,R,side,exit,entry,time,partial,partial_pct,strategy,regime,session,mfe_R,mae_R
SL,1.09697,long,117433.63571566211,117266.6,2025-07-15 21:47:00+00:00,False,1.0,TrendStrategy,trend,ASIA,2.4669033334005794,0.0
SL,0.128957,long,118117.310460936,118056.1,2025-07-16 01:06:00+00:00,False,1.0,TrendStrategy,trend,ASIA,1.3668246191489175,0.0
SL,-1.525375,long,117813.10166514113,117902.8,2025-07-16 05:54:00+00:00,False,1.0,TrendStrategy,trend,ASIA,1.1092736577167235,-1.19957633739021
TP,2.52575,long,118973.54012111017,118672.5,2025-07-16 09:12:00+00:00,False,1.0,TrendStrategy,trend,EU,3.407187042768292,-0.6726678133573081
SL,1.019583,long,119538.01769930271,119279.8,2025-07-16 15:11:00+00:00,False,1.0,TrendStrategy,trend,US,2.2562359850509535,0.0
SL,-1.344729,long,119483.25996390423,119621.9,2025-07-16 17:37:00+00:00,False,1.0,TrendStrategy,trend,US,0.0,-1.0040389769074096
SL,1.475384,long,119795.39721374455,119562.5,2025-07-16 20:46:00+00:00,False,1.0,TrendStrategy,trend,US,2.6831105010000464,-0.10927055250800673
SL,0.803987,short,118200.76026423583,118367.9,2025-07-17 01:39:00+00:00,False,1.0,TrendStrategy,trend,ASIA,2.128368732050589,0.0
SL,-1.432356,short,118123.68382566962,118014.4,2025-07-17 07:32:00+00:00,False,1.0,TrendStrategy,trend,ASIA,1.1904780895325948,-1.0431552821423897
SL,-1.471609,short,117564.71376998763,117465.0,2025-07-17 12:30:00+00:00,False,1.0,TrendStrategy,trend,EU,0.0,-2.0849678036021193
SL,-1.334716,long,118849.5698586482,118991.6,2025-07-17 15:51:00+00:00,False,1.0,TrendStrategy,trend,US,0.6752087908048948,-1.1391948107637182
SL,1.765599,long,119616.22714696279,119331.9,2025-07-17 18:24:00+00:00,False,1.0,TrendStrategy,trend,US,2.9207565225634413,-0.9384946188297678
SL,1.440589,long,119946.77086241273,119671.0,2025-07-17 21:12:00+00:00,False,1.0,TrendStrategy,trend,ASIA,2.7996954887474805,-0.003162068543875648
SL,0.690191,long,120223.00266513457,120071.5,2025-07-18 01:15:00+00:00,False,1.0,TrendStrategy,trend,ASIA,2.050947951051623,0.0
SL,0.348874,short,119762.43456825144,119849.9,2025-07-18 07:42:00+00:00,False,1.0,TrendStrategy,trend,ASIA,1.61647627742108,-0.17461118544977697
SL,0.263814,short,118801.2276309442,118884.1,2025-07-18 13:28:00+00:00,False,1.0,TrendStrategy,trend,US,1.5081745872831391,0.0
SL,-1.269808,short,117633.59577596874,117459.2,2025-07-18 17:17:00+00:00,False,1.0,TrendStrategy,trend,US,0.6663005417104619,-1.3807673876410085
SL,1.116628,short,116940.52987995933,117118.2,2025-07-18 20:42:00+00:00,False,1.0,TrendStrategy,trend,US,2.7170563276841477,-0.9349744851309212
SL,-1.413095,short,117860.32417013276,117746.2,2025-07-19 15:09:00+00:00,False,1.0,TrendStrategy,trend,US,0.85959004026816,-1.3073479511520731
SL,-1.858244,short,117707.55971915748,117652.7,2025-07-19 19:14:00+00:00,False,1.0,TrendStrategy,trend,US,0.7382465791292927,-1.059064845615215
SOFT_TP_HARD,3.973454,long,118663.2,118378.7,2025-07-20 14:06:00+00:00,False,1.0,TrendStrategy,trend,US,4.7691221997239195,0.0
SL,-1.467819,short,118129.40444348764,118028.4,2025-07-20 18:01:00+00:00,False,1.0,TrendStrategy,trend,US,0.8702587427329286,-1.0484687241801005
SL,0.119716,short,117964.67178295282,118018.3,2025-07-20 20:06:00+00:00,False,1.0,TrendStrategy,trend,US,2.283806358405341,0.0
SOFT_TP_HARD,4.726841,short,116526.0,117283.6,2025-07-20 22:16:00+00:00,False,1.0,TrendStrategy,trend,ASIA,5.036718517412328,-0.6541883607620642
SL,0.668775,short,116617.97629431625,116750.1,2025-07-21 00:24:00+00:00,False,1.0,TrendStrategy,trend,ASIA,2.090592394631817,0.0
SL,0.551349,long,118510.56889842295,118386.9,2025-07-21 03:36:00+00:00,False,1.0,TrendStrategy,trend,ASIA,1.4039531444421067,-0.40846216612242164
TP,2.533424,long,119031.13976171886,118725.0,2025-07-21 06:31:00+00:00,False,1.0,TrendStrategy,trend,ASIA,3.6747921723186647,-0.29790315210257606
SL,0.292579,short,117859.31310772501,117933.9,2025-07-21 12:04:00+00:00,False,1.0,TrendStrategy,trend,EU,1.797487891094977,-0.0373143986882132
TP,2.686561,short,117599.77021040277,118050.0,2025-07-21 16:20:00+00:00,False,1.0,TrendStrategy,trend,US,3.602826906347376,-0.23654587604093313
SL,-1.352839,short,117360.04651362324,117227.0,2025-07-21 19:08:00+00:00,False,1.0,TrendStrategy,trend,US,1.1229155573596143,-1.0470022566278692
SL,1.021593,short,116623.21564160843,116810.0,2025-07-22 05:00:00+00:00,False,1.0,TrendStrategy,trend,ASIA,2.259917343317236,0.0
SL,-1.455345,long,117792.12484794609,117895.6,2025-07-22 07:02:00+00:00,False,1.0,TrendStrategy,trend,ASIA,0.0,-1.6815631245397034
SL,0.756112,long,118526.8440149464,118404.0,2025-07-22 09:47:00+00:00,False,1.0,TrendStrategy,trend,EU,2.1280077945306997,-0.07718162985341484
TP,2.786621,short,118010.3347962716,118674.0,2025-07-22 14:00:00+00:00,False,1.0,TrendStrategy,trend,US,3.4784104802106857,0.0
SL,-1.358734,long,119079.622388538,119212.4,2025-07-22 16:25:00+00:00,False,1.0,TrendStrategy,trend,US,1.0958172721886292,-2.0696260233499832
SL,0.81787,long,120036.42710843313,119862.4,2025-07-22 18:57:00+00:00,False,1.0,TrendStrategy,trend,US,2.2015384146267127,0.0
SL,-1.62618,short,117944.4422105468,117869.1,2025-07-23 09:33:00+00:00,False,1.0,TrendStrategy,trend,EU,0.0,-1.7374058850942824
SL,0.135539,short,117915.73821522265,117980.5,2025-07-23 12:59:00+00:00,False,1.0,TrendStrategy,trend,EU,1.4743652406149732,-0.9205153931739533
SL,-1.322799,short,117529.03757315688,117383.4,2025-07-23 21:30:00+00:00,False,1.0,TrendStrategy,trend,ASIA,0.0,-1.8882489871192853
SL,-0.087604,short,117964.02007866294,118000.1,2025-07-24 04:49:00+00:00,False,1.0,TrendStrategy,trend,ASIA,1.2203069598113967,0.0
SL,0.179672,long,118655.99706659411,118587.0,2025-07-24 08:15:00+00:00,False,1.0,TrendStrategy,trend,EU,1.4767813797060345,0.0
SL,-1.229011,short,118253.24561321652,118046.7,2025-07-24 14:33:00+00:00,False,1.0,TrendStrategy,trend,US,1.0738548088527482,-1.401143289819615
SL,-1.588972,long,119283.48875467588,119364.5,2025-07-24 18:13:00+00:00,False,1.0,TrendStrategy,trend,US,0.0,-1.3677113536114507
SL,-1.440115,short,117714.3850005212,117607.4,2025-07-25 00:44:00+00:00,False,1.0,TrendStrategy,trend,ASIA,0.06823386422792777,-1.2375566607935122
SL,-0.027218,short,116542.51746546102,116585.5,2025-07-25 02:49:00+00:00,False,1.0,TrendStrategy,trend,ASIA,1.2506252315648907,-0.9263613242190021
SL,-1.270496,short,114924.0458217683,114754.1,2025-07-25 07:57:00+00:00,False,1.0,TrendStrategy,trend,ASIA,0.3048030216984562,-1.5157771889867808
SL,-1.2229,short,115766.64677706163,115558.9,2025-07-25 13:47:00+00:00,False,1.0,TrendStrategy,trend,US,0.0,-1.4334759085656466
SL,1.442498,long,117200.35456198308,117002.8,2025-07-25 20:50:00+00:00,False,1.0,TrendStrategy,trend,US,2.701672388203946,0.0
TP,2.141402,long,117940.7371553635,117775.9,2025-07-26 10:39:00+00:00,False,1.0,TrendStrategy,trend,EU,3.1303621981470795,0.0
SL,-0.778473,long,118140.31195897065,118125.2,2025-07-26 16:06:00+00:00,False,1.0,TrendStrategy,trend,US,1.2908279730101757,-0.341476067906777
SL,0.534793,long,118888.90417912453,118800.0,2025-07-27 16:07:00+00:00,False,1.0,TrendStrategy,trend,US,2.225901091160162,-0.4087069987255764
SL,1.016018,long,119665.32342706606,119524.7,2025-07-27 22:11:00+00:00,False,1.0,TrendStrategy,trend,ASIA,2.371434166161784,0.0
SL,-0.066796,long,119692.2795726016,119650.0,2025-07-28 02:38:00+00:00,False,1.0,TrendStrategy,trend,ASIA,1.5788129972629972,-0.3210133758606538
SL,0.027596,short,118881.2293169256,118930.6,2025-07-28 07:21:00+00:00,False,1.0,TrendStrategy,trend,ASIA,1.8350018563302448,-0.725501147498412
SL,-1.529595,short,118589.47000171192,118499.9,2025-07-28 13:28:00+00:00,False,1.0,TrendStrategy,trend,US,0.3929887163919775,-1.5295299473211754
TP,2.452911,short,117741.64202196251,117999.9,2025-07-28 17:15:00+00:00,False,1.0,TrendStrategy,trend,US,3.8287297357237144,-0.07434426671318523
SL,-1.30417,short,117792.30317532859,117637.4,2025-07-29 00:46:00+00:00,False,1.0,TrendStrategy,trend,ASIA,0.6332988319438304,-1.4370267073467164
SL,1.891062,long,118599.81613539618,118335.9,2025-07-29 03:49:00+00:00,False,1.0,TrendStrategy,trend,ASIA,2.9238250899164515,-0.9128763725612744
SL,-1.4959,long,119132.00636792828,119228.1,2025-07-29 07:48:00+00:00,False,1.0,TrendStrategy,trend,ASIA,0.0,-1.104131436314221
SL,-1.494553,long,118808.40649320054,118904.5,2025-07-29 12:32:00+00:00,False,1.0,TrendStrategy,trend,EU,1.1405557321237856,-1.4943777658118025
SL,-1.340235,short,117845.54600563976,117707.0,2025-07-29 14:56:00+00:00,False,1.0,TrendStrategy,trend,US,0.17467122121817885,-1.3093123772305966
SL,-1.382307,short,117506.14440051105,117383.2,2025-07-29 19:40:00+00:00,False,1.0,TrendStrategy,trend,US,0.0,-1.338816565177445
SL,-1.865764,long,118360.4151787931,118415.1,2025-07-30 08:57:00+00:00,False,1.0,TrendStrategy,trend,EU,0.524825707876279,-1.1246265168778549
SL,0.198301,short,117433.995603925,117501.5,2025-07-30 12:13:00+00:00,False,1.0,TrendStrategy,trend,EU,1.6313555353418423,-0.768833040930874
TP,2.624357,long,118545.39624985571,118166.7,2025-07-30 14:52:00+00:00,False,1.0,TrendStrategy,trend,US,3.5521872754550956,0.0
TP,2.776295,short,116615.3506244962,117240.9,2025-07-30 18:56:00+00:00,False,1.0,TrendStrategy,trend,US,3.3138870905761615,-0.6579816336137307
SL,0.456486,long,118420.95783567546,118340.3,2025-07-31 00:50:00+00:00,False,1.0,TrendStrategy,trend,ASIA,2.0610092182987545,0.0
SL,-1.276832,short,118046.3675971459,117875.8,2025-07-31 14:35:00+00:00,False,1.0,TrendStrategy,trend,US,0.05980033822762175,-1.1555535945752047
SL,-1.487901,long,118741.7509536822,118839.1,2025-07-31 16:38:00+00:00,False,1.0,TrendStrategy,trend,US,0.0,-1.6343252041792289
SL,0.199883,short,117213.44212061707,117284.1,2025-07-31 19:20:00+00:00,False,1.0,TrendStrategy,trend,US,1.5176747466791516,-0.17068585793667096
SL,-1.325593,short,115691.32989138317,115549.2,2025-07-31 23:43:00+00:00,False,1.0,TrendStrategy,trend,ASIA,0.28354345175256845,-1.293886867922979
SL,0.391032,short,115288.24509903284,115367.4,2025-08-01 04:12:00+00:00,False,1.0,TrendStrategy,trend,ASIA,1.8770686385182982,0.0
SL,-1.271795,long,115578.70321751275,115748.8,2025-08-01 12:34:00+00:00,False,1.0,TrendStrategy,trend,EU,0.0,-1.1387634567074283
SL,-1.232985,short,114774.45063047526,114577.4,2025-08-01 17:08:00+00:00,False,1.0,TrendStrategy,trend,US,0.0,-1.221005989271459
SL,-1.24913,short,113621.62937088158,113439.2,2025-08-01 19:34:00+00:00,False,1.0,TrendStrategy,trend,US,0.8874667451717067,-1.5403221457273535
SL,-1.389355,short,113605.51153366016,113488.8,2025-08-01 22:15:00+00:00,False,1.0,TrendStrategy,trend,ASIA,0.0,-1.0161806316875033
SL,-0.265835,short,113529.83144997754,113559.4,2025-08-02 06:45:00+00:00,False,1.0,TrendStrategy,trend,ASIA,1.7265507857489635,-0.6829020114675111
SL,-1.899887,short,113218.82577427634,113168.5,2025-08-02 13:31:00+00:00,False,1.0,TrendStrategy,trend,US,0.0,-1.8201408983204888
SL,-1.375801,short,112856.02309382953,112735.9,2025-08-02 16:19:00+00:00,False,1.0,TrendStrategy,trend,US,0.4204020924707865,-1.1479890802321808
SL,-1.241634,short,112150.75384573867,111965.1,2025-08-02 19:18:00+00:00,False,1.0,TrendStrategy,trend,US,0.0,-1.6336855226092255
SL,-1.338606,short,112413.09515004483,112280.3,2025-08-02 23:22:00+00:00,False,1.0,TrendStrategy,trend,ASIA,0.0,-1.2884506696384974
SL,-0.66352,long,114148.93526948483,114130.0,2025-08-03 11:15:00+00:00,False,1.0,TrendStrategy,trend,EU,1.5393556862649478,-0.20607503541941202
SL,-1.845692,long,114513.63673510909,114567.8,2025-08-03 19:25:00+00:00,False,1.0,TrendStrategy,trend,US,0.0,-1.8831951915277019
TP,2.440948,long,114842.10758417686,114595.6,2025-08-04 00:53:00+00:00,False,1.0,TrendStrategy,trend,ASIA,3.007209707057641,0.0
SL,0.544159,long,114692.50861853009,114569.1,2025-08-04 13:49:00+00:00,False,1.0,TrendStrategy,trend,US,1.877460281195995,0.0
SL,1.533837,long,115564.03582733066,115330.0,2025-08-04 17:18:00+00:00,False,1.0,TrendStrategy,trend,US,2.725312764049554,-0.9947350754007986
SL,-1.786772,short,114434.87943930052,114376.7,2025-08-05 03:12:00+00:00,False,1.0,TrendStrategy,trend,ASIA,0.0,-1.2495823417010397
SL,-1.425309,short,113907.22886998461,113800.1,2025-08-05 07:40:00+00:00,False,1.0,TrendStrategy,trend,ASIA,0.0,-2.052667969255965
SL,-1.526587,long,114854.95527328477,114942.2,2025-08-05 10:41:00+00:00,False,1.0,TrendStrategy,trend,EU,1.1805871125734606,-1.2436281719827231
TP,2.751602,short,113302.74045187488,113850.1,2025-08-05 14:21:00+00:00,False,1.0,TrendStrategy,trend,US,3.125733360933203,-0.9668233646652569
TP,2.368106,long,113999.89176839862,113783.4,2025-08-06 05:16:00+00:00,False,1.0,TrendStrategy,trend,ASIA,4.4537490137946785,0.0
SL,1.455921,long,115085.0873835193,114778.3,2025-08-06 15:03:00+00:00,False,1.0,TrendStrategy,trend,US,2.69516375415071,0.0
SL,-1.757675,long,115556.29428916595,115617.3,2025-08-06 18:05:00+00:00,False,1.0,TrendStrategy,trend,US,0.0,-1.0474429217589356
SL,-1.519644,long,115284.95846967433,115373.7,2025-08-07 10:05:00+00:00,False,1.0,TrendStrategy,trend,EU,0.49018762512161107,-1.0558754131929546
SL,-1.406297,long,116554.45197330375,116669.2,2025-08-07 13:42:00+00:00,False,1.0,TrendStrategy,trend,US,0.0,-1.5311810151218297
TP,2.412792,long,117003.80515775862,116764.7,2025-08-07 19:44:00+00:00,False,1.0,TrendStrategy,trend,US,4.194388817879271,0.0
SL,-1.840372,short,116513.15789446732,116457.7,2025-08-08 08:53:00+00:00,False,1.0,TrendStrategy,trend,EU,0.8979785561340528,-1.2333681373408325
SL,-1.374439,short,116312.65263167386,116188.4,2025-08-08 15:22:00+00:00,False,1.0,TrendStrategy,trend,US,0.0,-1.0044052855764003
SL,-0.138741,long,116778.2275191014,116742.0,2025-08-08 18:12:00+00:00,False,1.0,TrendStrategy,trend,US,1.344558729195678,-0.12704491929414954
SL,-0.422884,long,116806.56390423764,116783.0,2025-08-08 21:01:00+00:00,False,1.0,TrendStrategy,trend,US,1.2252628576890356,-0.9130125616161918
SL,-1.933164,long,117081.9129548136,117132.1,2025-08-09 08:45:00+00:00,False,1.0,TrendStrategy,trend,EU,0.0,-2.566399347114803
TP,2.190689,long,116900.73380274135,116727.4,2025-08-09 20:40:00+00:00,False,1.0,TrendStrategy,trend,US,3.6294132480251426,-0.541729302160889
SL,-1.694759,long,117272.48162682366,117340.0,2025-08-10 03:01:00+00:00,False,1.0,TrendStrategy,trend,ASIA,0.0,-1.1019222842599967
SL,-1.484081,long,118964.49874660854,119062.8,2025-08-10 15:10:00+00:00,False,1.0,TrendStrategy,trend,US,0.0,-1.8290712864464653
SL,-1.412593,short,118231.92320655385,118117.3,2025-08-10 20:26:00+00:00,False,1.0,TrendStrategy,trend,US,0.236426818048172,-1.8826903075566512
SL,-1.329493,long,119609.09638919486,119754.3,2025-08-11 01:36:00+00:00,False,1.0,TrendStrategy,trend,ASIA,0.0,-1.7203428937812173
SL,1.178117,short,120494.38165523432,120692.4,2025-08-11 11:32:00+00:00,False,1.0,TrendStrategy,trend,EU,2.4408355906174277,-0.7659065287569692
SL,-1.328115,short,119760.39813846204,119614.4,2025-08-11 17:17:00+00:00,False,1.0,TrendStrategy,trend,US,0.0,-1.3931684481914395
TP,2.341668,short,119063.07333475244,119280.1,2025-08-11 19:45:00+00:00,False,1.0,TrendStrategy,trend,US,3.130951670039582,-0.33452110558476283
SL,-1.281716,short,118392.90241154305,118224.8,2025-08-11 21:54:00+00:00,False,1.0,TrendStrategy,trend,ASIA,0.0,-1.185586798967242
SL,-1.792879,short,118559.81234353287,118500.0,2025-08-12 09:14:00+00:00,False,1.0,TrendStrategy,trend,EU,0.0,-1.2121243829903348
