reason,R,side,exit,entry,time,strategy,regime,session,mfe_R,mae_R,partial,partial_pct
TP,1.7988,long,116604.10992893446,116562.8,2025-08-09 17:50:00+00:00,RangeRevert,range,us,2.196082209289866,0.0,False,
SL,-0.0012,short,116662.5,116662.5,2025-08-09 20:28:00+00:00,RangeRevert,range,us,1.510435138440839,-0.07586660512706003,False,
SL,-1.0012,short,116602.34578216939,116579.6,2025-08-09 22:22:00+00:00,RangeRevert,range,us,0.0,-1.1870332617687043,False,
SL,-1.0012,short,116530.38893422665,116516.9,2025-08-10 00:13:00+00:00,RangeRevert,range,asia,0.0,-1.6828609005405355,False,
TP,1.7988,long,116527.97697239874,116502.9,2025-08-10 01:58:00+00:00,RangeRevert,range,asia,2.354351197633016,0.0,False,
SL,-1.0012,short,118643.32247854355,118569.5,2025-08-10 04:01:00+00:00,RangeRevert,range,asia,0.0,-1.4006573883726063,False,
SL,-1.0012,long,117777.2531023147,117818.3,2025-08-10 06:30:00+00:00,RangeRevert,range,asia,1.018347362582076,-1.054890928224971,False,
SL,-1.0012,short,118001.73143236352,117936.3,2025-08-10 08:16:00+00:00,RangeRevert,range,europe,0.0,-1.3724290720261592,False,
TP,1.7988,long,118065.68781308646,117996.9,2025-08-10 10:41:00+00:00,RangeRevert,range,europe,2.378619011979995,-0.4108285862274523,False,
SL,-1.0012,short,118644.16179718074,118596.3,2025-08-10 12:41:00+00:00,RangeRevert,range,europe,1.3162898953019295,-1.0384064729603502,False,
TP,1.7988,long,118416.78099282055,118321.2,2025-08-10 14:05:00+00:00,RangeRevert,range,europe,3.3276490504456895,-0.40300899648850913,False,
SL,-1.0012,short,118808.40255758197,118762.9,2025-08-10 16:00:00+00:00,RangeRevert,range,europe,0.7647921754132502,-1.3537700576286327,False,
TP,1.7988,long,118432.88580499166,118403.6,2025-08-10 18:31:00+00:00,RangeRevert,range,us,1.8008724709807318,0.0,False,
SL,-1.0012,long,118328.20997321006,118360.9,2025-08-10 20:12:00+00:00,RangeRevert,range,us,0.0,-4.279592699602065,False,
SL,-0.0012,short,118702.2,118702.2,2025-08-10 22:06:00+00:00,RangeRevert,range,us,1.665409736089473,-0.18556097338043517,False,
SL,-0.0012,short,119421.3,119421.3,2025-08-11 00:27:00+00:00,RangeRevert,range,asia,1.5172162097828792,-0.0596658060026975,False,
TP,1.7988,short,121689.4158096136,121830.2,2025-08-11 03:05:00+00:00,RangeRevert,range,asia,2.497013329658376,-0.35160197934257204,False,
SL,-1.0012,short,121933.319159368,121860.3,2025-08-11 04:52:00+00:00,RangeRevert,range,asia,0.0,-1.9583901162068027,False,
SL,-1.0012,short,122229.29911794617,122187.6,2025-08-11 06:45:00+00:00,RangeRevert,range,asia,1.0767613851682993,-1.131918427169949,False,
SL,-1.0012,long,121418.72929943638,121453.4,2025-08-11 09:17:00+00:00,RangeRevert,range,europe,0.0,-1.2863887742379791,False,
TP,1.7988,long,121041.1642712483,120915.3,2025-08-11 11:07:00+00:00,RangeRevert,range,europe,2.4612226879610986,0.0,False,
SL,-1.0012,long,119401.63066967175,119492.8,2025-08-11 13:07:00+00:00,RangeRevert,range,europe,0.34880150907663504,-1.2855200271627947,False,
TP,1.7988,short,120028.24776647023,120187.5,2025-08-11 15:25:00+00:00,RangeRevert,range,europe,1.8627054291489868,0.0,False,
SL,-1.0012,long,119789.39574304703,119860.1,2025-08-11 17:16:00+00:00,RangeRevert,range,us,0.0,-3.4750382874887307,False,
SL,-1.0012,long,119457.10660551877,119491.0,2025-08-11 19:29:00+00:00,RangeRevert,range,us,0.0,-1.5666769532164257,False,
SL,-1.0012,short,119052.46311302167,119015.5,2025-08-11 21:15:00+00:00,RangeRevert,range,us,0.0,-2.091274075175577,False,
SL,-1.0012,long,118578.96144280596,118615.3,2025-08-11 23:30:00+00:00,RangeRevert,range,us,0.6301846239438885,-1.1778123102535858,False,
TP,1.7988,short,118976.23551054466,119069.9,2025-08-12 01:12:00+00:00,RangeRevert,range,asia,3.782009618158768,0.0,False,
SL,-1.0012,long,118973.90099866399,119006.9,2025-08-12 03:05:00+00:00,RangeRevert,range,asia,1.0757901319052408,-1.9243006584783882,False,
TP,1.7988,short,119015.65490555731,119080.3,2025-08-12 04:46:00+00:00,RangeRevert,range,asia,3.5362312016210815,-0.9132943575841084,False,
TP,1.7988,short,118841.6202363262,118926.6,2025-08-12 06:42:00+00:00,RangeRevert,range,asia,1.840673511407146,-0.970113312110672,False,
SL,-0.0012,long,118740.0,118740.0,2025-08-12 08:32:00+00:00,RangeRevert,range,europe,1.5901231329341452,-1.299925661173548,False,
